src,dst,volume,path_nodes
10270,11568,19.00000000000489,"[10270, 14724, 11568]"
10270,11568,10.999999999995111,"[10270, 13570, 11568]"
10270,11568,270.0,"[10270, 11568]"
18863,10376,30.0,"[18863, 11214, 10376]"
18863,10376,270.0,"[18863, 10376]"
18144,12663,1.0,"[18144, 17784, 12663]"
11461,13474,229.0,"[11461, 13474]"
16053,11168,1.0,"[16053, 11168]"
15973,14070,16.0,"[15973, 17547, 14070]"
10270,15206,7.999999999999986,"[10270, 15506, 15206]"
10270,15206,90.0,"[10270, 15206]"
15973,10659,9.002808988597643,"[15973, 10178, 10659]"
15973,10659,20.997191011402357,"[15973, 13570, 10659]"
15973,10659,270.0,"[15973, 10659]"
14005,12663,5.0,"[14005, 17784, 12663]"
14005,12663,180.0,"[14005, 12663]"
10178,10270,300.0,"[10178, 10270]"
19371,12985,1.0,"[19371, 13578, 16133, 12985]"
16053,18476,1.0,"[16053, 18476]"
14724,12952,1.0,"[14724, 16053, 15262, 12952]"
15973,13183,30.0,"[15973, 17822, 13183]"
15973,13183,270.0,"[15973, 13183]"
16991,16366,163.0,"[16991, 16366]"
14724,15973,300.0,"[14724, 15973]"
11568,15973,1.0,"[11568, 15973]"
13431,15973,300.0,"[13431, 15973]"
10708,13856,1.0,"[10708, 15916, 16916, 15401, 13856]"
10327,16219,300.0,"[10327, 16219]"
10044,17495,1.0,"[10044, 16219, 17495]"
16219,17770,1.0,"[16219, 10376, 17253, 17770]"
12985,19539,26.999999999999893,"[12985, 15206, 19539]"
12985,19539,270.0,"[12985, 19539]"
12985,19539,3.0000000000001066,"[12985, 19185, 19539]"
10044,16916,30.0,"[10044, 15747, 16916]"
10044,16916,270.0,"[10044, 16916]"
19180,12985,27.0,"[19180, 12627, 12985]"
19180,12985,3.0,"[19180, 12627, 10044, 12985]"
19180,12985,270.0,"[19180, 12985]"
16991,13474,1.0,"[16991, 12985, 13474]"
19311,13570,76.0,"[19311, 13570]"
10708,17822,1.0,"[10708, 17784, 17822]"
18144,12627,11.0,"[18144, 19542, 12627]"
18144,13503,1.0,"[18144, 19542, 13503]"
17547,19180,1.0,"[17547, 10044, 19180]"
18863,14252,1.0,"[18863, 10570, 14252]"
17784,16133,234.0,"[17784, 16133]"
10570,10376,20.5632022476671,"[10570, 19539, 10376]"
10570,10376,9.4367977523329,"[10570, 10708, 10376]"
10570,10376,270.0,"[10570, 10376]"
10708,19180,246.0,"[10708, 19180]"
19311,11117,19.0,"[19311, 12214, 11117]"
19311,11117,208.0,"[19311, 11117]"
10570,13651,1.0,"[10570, 13651]"
10303,19956,11.258426965375225,"[10303, 15973, 10178, 16133, 19956]"
10303,19956,39.87219101183287,"[10303, 19921, 17822, 16133, 19956]"
10303,19956,103.661516854397,"[10303, 16991, 19956]"
10303,19956,55.79073033722818,"[10303, 18863, 19956]"
10303,19956,10.417134831166727,"[10303, 18849, 19956]"
12627,14252,30.0,"[12627, 17784, 14252]"
12627,14252,270.0,"[12627, 14252]"
19469,13179,185.0,"[19469, 13179]"
13651,10570,300.0,"[13651, 10570]"
18144,14252,37.0,"[18144, 14252]"
11461,10270,1.0,"[11461, 10044, 10270]"
10270,12952,17.141853932593335,"[10270, 11472, 15204, 12952]"
10270,12952,12.858146067406665,"[10270, 10751, 12952]"
10270,12952,270.0,"[10270, 12952]"
11461,11117,300.0,"[11461, 11117]"
15872,18978,0.5435393265809246,"[15872, 10327, 15401, 18978]"
15872,18978,0.45646067341907537,"[15872, 11861, 18978]"
19371,18978,16.7556179767909,"[19371, 15401, 18978]"
19371,18978,21.2443820232091,"[19371, 11861, 18978]"
19371,18978,90.0,"[19371, 18978]"
11461,17770,265.0,"[11461, 17770]"
10270,11168,1.0,"[10270, 16366, 11168]"
10570,11117,46.0,"[10570, 12214, 11117]"
10570,11117,254.0,"[10570, 11117]"
16053,13179,1.0,"[16053, 13856, 16133, 13179]"
16991,19956,144.0,"[16991, 19956]"
13179,15872,300.0,"[13179, 15872]"
19185,11267,1.0,"[19185, 11267]"
16262,16053,299.9999999999691,"[16262, 16053]"
16262,16053,3.0895286329268856e-11,"[16262, 16366, 16053]"
11461,14252,214.0,"[11461, 14252]"
14005,12627,300.0,"[14005, 12627]"
15872,13474,1.0,"[15872, 18144, 13474]"
11267,16366,300.0,"[11267, 16366]"
18863,13523,166.0,"[18863, 13523]"
15973,15204,1.0,"[15973, 11168, 15204]"
18863,11117,7.000000000053063,"[18863, 11472, 11117]"
18863,11117,268.7008426965442,"[18863, 11117]"
18863,11117,24.299157303402723,"[18863, 17770, 11117]"
18144,18577,1.0,"[18144, 14252, 18577]"
18863,13578,30.0,"[18863, 11214, 13578]"
18863,13578,270.0,"[18863, 13578]"
12627,18978,1.0,"[12627, 14005, 18978]"
13503,18849,1.0,"[13503, 10044, 19180, 18849]"
15973,19338,1.0,"[15973, 14005, 19338]"
16366,18978,1.0,"[16366, 18978]"
12985,13101,1.0,"[12985, 12663, 18577, 15401, 13101]"
10044,19171,4.0,"[10044, 11461, 19171]"
10303,13503,300.0,"[10303, 13503]"
13680,17770,17.283707865324402,"[13680, 15262, 17770]"
13680,17770,282.7162921346756,"[13680, 17770]"
11461,15506,1.0,"[11461, 10044, 15506]"
12364,12985,1.0,"[12364, 12985]"
15872,14252,22.0,"[15872, 17784, 14252]"
15872,14252,90.0,"[15872, 14252]"
19921,16916,46.0,"[19921, 19185, 16916]"
19921,16916,90.0,"[19921, 16916]"
19311,12280,1.0,"[19311, 11267, 12280]"
11267,12627,1.0,"[11267, 19542, 12627]"
17784,12952,1.0,"[17784, 11472, 15204, 12952]"
10303,18577,1.0,"[10303, 10270, 18577]"
16991,14376,4.0,"[16991, 11472, 14376]"
16991,14376,180.0,"[16991, 14376]"
17784,18577,1.0,"[17784, 14724, 18577]"
15872,19469,300.0,"[15872, 19469]"
11027,18978,230.0,"[11027, 18978]"
10303,17535,59.4887640451698,"[10303, 14005, 17535]"
10303,17535,173.5112359548302,"[10303, 17535]"
15872,17535,300.0,"[15872, 17535]"
14724,13570,163.0,"[14724, 13570]"
11267,18144,1.0,"[11267, 14444, 18144]"
16219,12627,1.0,"[16219, 10044, 12627]"
10570,15206,1.0,"[10570, 10708, 15206]"
10904,15872,300.0,"[10904, 15872]"
19469,11267,1.0,"[19469, 16366, 11267]"
19311,11472,1.0,"[19311, 18978, 11472]"
15872,10659,1.0,"[15872, 12627, 14724, 10659]"
13503,10178,300.0,"[13503, 10178]"
16991,14444,300.0,"[16991, 14444]"
19921,19542,1.0,"[19921, 15973, 19542]"
15872,17784,1.0,"[15872, 17784]"
13503,10376,1.7359550556417744,"[13503, 19171, 10376]"
13503,10376,298.2640449443582,"[13503, 10376]"
18978,11027,300.0,"[18978, 11027]"
14005,13523,270.0,"[14005, 13523]"
14005,13523,30.0,"[14005, 14724, 13523]"
16991,15916,13.0,"[16991, 15747, 10708, 15916]"
16991,15916,270.0,"[16991, 15916]"
10270,10178,159.0,"[10270, 10178]"
17547,12663,300.0,"[17547, 12663]"
16991,15286,300.0,"[16991, 15286]"
17535,11267,32.0,"[17535, 13431, 11267]"
17535,11267,268.0,"[17535, 11267]"
15401,18182,28.661516854396993,"[15401, 13578, 18182]"
15401,18182,36.33848314560301,"[15401, 13856, 18182]"
15401,18182,90.0,"[15401, 18182]"
11461,13183,122.0,"[11461, 13183]"
13503,14724,300.0,"[13503, 14724]"
10570,19469,300.0,"[10570, 19469]"
19171,16219,300.0,"[19171, 16219]"
16219,14252,1.0,"[16219, 10708, 14252]"
10570,13578,0.810393259044608,"[10570, 13651, 10708, 14252, 18577, 13578]"
10570,13578,0.18960674095539198,"[10570, 12663, 18476, 13578]"
11267,19469,1.0,"[11267, 10570, 19469]"
16219,10178,300.0,"[16219, 10178]"
11267,15973,1.0,"[11267, 13179, 10044, 15973]"
12627,15206,1.0,"[12627, 15506, 15206]"
16053,12379,68.0,"[16053, 12379]"
12985,18978,210.0,"[12985, 13474, 18978]"
12985,18978,90.0,"[12985, 18978]"
12663,14252,1.0,"[12663, 14252]"
11214,10270,1.0,"[11214, 13578, 16133, 15506, 10270]"
15872,14444,1.0,"[15872, 16991, 14444]"
18144,11117,1.0,"[18144, 11214, 15401, 11472, 11117]"
16991,19542,85.0,"[16991, 19542]"
18978,15262,6.0822458181064576e-12,"[18978, 11027, 15262]"
18978,15262,299.9999999999939,"[18978, 15262]"
10044,11117,1.0,"[10044, 18863, 11117]"
18863,17312,1.0,"[18863, 10570, 17312]"
10708,14076,1.0,"[10708, 17784, 14076]"
16916,15916,165.0,"[16916, 15916]"
18863,14005,1.0,"[18863, 16991, 14724, 14005]"
14005,15286,1.0,"[14005, 13570, 15286]"
13578,12985,90.0,"[13578, 12985]"
10044,10659,74.0,"[10044, 10659]"
16366,12985,87.0,"[16366, 12364, 12985]"
19311,11861,30.0,"[19311, 14070, 11861]"
19311,11861,270.0,"[19311, 11861]"
14724,15506,130.0,"[14724, 15506]"
11461,15747,88.0,"[11461, 15747]"
11461,15747,10.09269662876911,"[11461, 19539, 15747]"
11461,15747,0.9073033712308902,"[11461, 15286, 15747]"
11461,14070,1.0,"[11461, 19311, 14070]"
11267,13578,1.0,"[11267, 19171, 19371, 13578]"
18476,14070,236.0,"[18476, 14070]"
15973,18144,300.0,"[15973, 18144]"
14005,13856,2.0,"[14005, 15206, 13856]"
14005,13856,28.0,"[14005, 11861, 13856]"
14005,13856,270.0,"[14005, 13856]"
12627,13503,52.0,"[12627, 13503]"
15872,16219,1.0,"[15872, 16219]"
14005,15916,270.0,"[14005, 15916]"
14005,15916,30.0,"[14005, 17535, 15916]"
19539,19311,1.0,"[19539, 11267, 10904, 19311]"
16262,17495,1.0,"[16262, 19311, 17495]"
18978,19338,300.0,"[18978, 19338]"
18144,19956,35.8693820227919,"[18144, 16133, 19956]"
18144,19956,147.1306179772081,"[18144, 19956]"
14005,15401,270.0,"[14005, 15401]"
14005,15401,30.0,"[14005, 19371, 15401]"
16262,18577,295.0,"[16262, 18577]"
11461,10659,1.0,"[11461, 13570, 10659]"
10044,14070,1.0266853935080427,"[10044, 14005, 14070]"
10044,14070,6.973314606491957,"[10044, 17784, 14070]"
19921,19956,300.0,"[19921, 19956]"
10303,13101,1.0,"[10303, 14444, 13101]"
18144,15028,1.0,"[18144, 18182, 15028]"
10570,12627,90.0,"[10570, 12627]"
10570,12627,6.0,"[10570, 10303, 12627]"
11461,14076,8.0,"[11461, 14076]"
16991,15401,45.0,"[16991, 18577, 15401]"
16991,15401,180.0,"[16991, 15401]"
16053,12627,1.0,"[16053, 19542, 12627]"
16053,12627,270.0,"[16053, 12627]"
12627,16219,1.0,"[12627, 10044, 16219]"
12985,15206,103.0,"[12985, 15206]"
18863,19180,5.0,"[18863, 14444, 19180]"
18863,19180,90.0,"[18863, 19180]"
19311,14076,224.0,"[19311, 14076]"
12627,13431,7.0,"[12627, 17547, 13431]"
12627,13431,90.0,"[12627, 13431]"
17784,13651,1.0,"[17784, 10570, 13651]"
18863,17770,300.0,"[18863, 17770]"
14005,19180,1.0,"[14005, 14724, 19180]"
13503,14252,33.0,"[13503, 14252]"
14724,18577,45.0,"[14724, 18577]"
19311,16991,30.0,"[19311, 16916, 16991]"
19311,16991,270.0,"[19311, 16991]"
16262,18144,269.0,"[16262, 18144]"
10708,12663,300.0,"[10708, 12663]"
14005,10178,64.0,"[14005, 10178]"
19180,15973,300.0,"[19180, 15973]"
14005,10659,5.0,"[14005, 14724, 10659]"
14005,10659,270.0,"[14005, 10659]"
14005,10659,25.0,"[14005, 11568, 10659]"
16219,17535,20.99999999999102,"[16219, 10570, 17535]"
16219,17535,1.0000000000089813,"[16219, 17495, 17535]"
10570,18446,1.0,"[10570, 10708, 18446]"
10708,16219,15.000000000000014,"[10708, 15916, 16916, 16219]"
10708,16219,180.0,"[10708, 16219]"
10708,16219,0.9999999999999858,"[10708, 10303, 16219]"
19311,18446,300.0,"[19311, 18446]"
12985,15747,1.0,"[12985, 15286, 15747]"
16219,13183,300.0,"[16219, 13183]"
10044,18863,33.30196629200532,"[10044, 15506, 18863]"
10044,18863,266.6980337079947,"[10044, 18863]"
12573,16053,216.0,"[12573, 16053]"
11267,18577,1.0,"[11267, 10570, 18577]"
18863,16262,5.0,"[18863, 16991, 16262]"
18863,16262,90.0,"[18863, 16262]"
10044,17770,1.0,"[10044, 18446, 19539, 17253, 17770]"
11267,14070,300.0,"[11267, 14070]"
18978,11472,31.0,"[18978, 19338, 11472]"
18978,11472,269.0,"[18978, 11472]"
19371,19338,1.0,"[19371, 15401, 19338]"
13503,18446,300.0,"[13503, 18446]"
17535,15872,210.0,"[17535, 13431, 15872]"
17535,15872,90.0,"[17535, 15872]"
11461,14444,5.0,"[11461, 10044, 14444]"
11461,14444,269.0,"[11461, 14444]"
11117,15401,1.0,"[11117, 15262, 15401]"
17784,16366,26.0,"[17784, 10904, 16366]"
17784,16366,214.0,"[17784, 13179, 16366]"
17784,16366,10.0,"[17784, 12663, 18476, 16366]"
17784,16366,50.0,"[17784, 13183, 16366]"
10570,19338,1.0,"[10570, 10708, 19338]"
19311,18577,1.0,"[19311, 12663, 18577]"
16916,10570,1.0,"[16916, 10708, 10570]"
16991,17822,1.0,"[16991, 18863, 17822]"
19921,15747,1.0,"[19921, 13651, 15747]"
14724,18849,175.0,"[14724, 19180, 18849]"
14724,18849,5.0,"[14724, 14444, 18849]"
14724,18849,90.0,"[14724, 18849]"
19311,15028,89.0,"[19311, 14070, 10989, 15028]"
19311,15028,90.0,"[19311, 18182, 15028]"
19311,15028,62.0,"[19311, 11117, 15028]"
19311,15028,59.0,"[19311, 17770, 15028]"
19921,17770,8.20926966282562,"[19921, 19956, 17770]"
19921,17770,21.79073033717512,"[19921, 14376, 17770]"
19921,17770,269.99999999999926,"[19921, 17770]"
17535,10270,1.0,"[17535, 13431, 15872, 10270]"
19311,10327,35.0,"[19311, 11267, 10327]"
19311,10327,180.0,"[19311, 10327]"
14252,11267,30.0,"[14252, 14070, 11267]"
14252,11267,270.0,"[14252, 11267]"
11117,11267,27.0,"[11117, 17253, 13856, 11267]"
11117,11267,269.0,"[11117, 11267]"
11461,11568,1.0,"[11461, 13570, 11568]"
17784,18863,1.0,"[17784, 15506, 18863]"
11267,19180,300.0,"[11267, 19180]"
11461,19311,300.0,"[11461, 19311]"
16219,11168,22.0,"[16219, 13578, 11168]"
16219,11168,8.0,"[16219, 15206, 13856, 11168]"
16219,11168,270.0,"[16219, 11168]"
15973,11168,29.0,"[15973, 11168]"
14005,10904,300.0,"[14005, 10904]"
10270,13250,31.0,"[10270, 11472, 13250]"
10270,13250,269.0,"[10270, 13250]"
15872,18446,1.0,"[15872, 17784, 18446]"
16053,15973,63.0,"[16053, 15973]"
16053,15973,8.0,"[16053, 10303, 15973]"
10327,11267,1.0,"[10327, 16262, 11267]"
14005,17784,300.0,"[14005, 17784]"
11267,12985,300.0,"[11267, 12985]"
10270,10327,30.0,"[10270, 11461, 10327]"
10270,10327,270.0,"[10270, 10327]"
10708,14376,18.0,"[10708, 12214, 14376]"
18863,19185,148.0,"[18863, 19185]"
16219,19542,158.0,"[16219, 19542]"
10303,17784,294.0,"[10303, 17784]"
14005,16916,270.0,"[14005, 16916]"
14005,16916,30.0,"[14005, 17535, 16916]"
11267,17312,1.0,"[11267, 15747, 17312]"
11461,19338,1.0,"[11461, 15401, 19338]"
14724,12663,1.0,"[14724, 17784, 12663]"
16219,10708,300.0,"[16219, 10708]"
18144,10044,1.0,"[18144, 19921, 10044]"
10570,19171,268.0,"[10570, 19171]"
10044,13474,30.0,"[10044, 11461, 13474]"
10044,13474,270.0,"[10044, 13474]"
19921,15916,270.0,"[19921, 15916]"
19921,15916,22.0,"[19921, 17535, 15916]"
12985,15401,1.0,"[12985, 12663, 18577, 15401]"
13503,15262,13.0,"[13503, 11117, 15262]"
13503,15262,77.0,"[13503, 15262]"
16991,13101,1.0,"[16991, 18978, 13101]"
10270,10708,43.0,"[10270, 10708]"
10044,13101,1.0,"[10044, 18978, 13101]"
15401,16133,1.0,"[15401, 13578, 16133]"
13503,18182,1.101123595488204,"[13503, 11861, 18182]"
13503,18182,292.89887640447733,"[13503, 18182]"
13503,18182,6.0000000000344755,"[13503, 18978, 18182]"
10044,15262,1.0,"[10044, 18182, 15262]"
10270,14444,1.0,"[10270, 14724, 14444]"
16133,15401,1.0,"[16133, 10751, 19338, 15401]"
16053,18144,1.0,"[16053, 19542, 18144]"
16053,13183,46.0,"[16053, 12379, 13183]"
12985,14444,1.0,"[12985, 10044, 14444]"
19921,15206,1.0,"[19921, 15206]"
16991,16133,270.0000000000007,"[16991, 16133]"
16991,16133,29.999999999999336,"[16991, 19171, 16133]"
16991,16133,6.634692795159935e-13,"[16991, 18978, 16133]"
18863,19956,300.0,"[18863, 19956]"
10303,18182,1.0,"[10303, 19921, 10327, 13578, 18182]"
18978,17770,10.141853932683375,"[18978, 19956, 17770]"
18978,17770,33.858146067316625,"[18978, 11027, 17770]"
18978,17770,180.0,"[18978, 17770]"
10270,13431,1.0,"[10270, 19311, 13431]"
14005,15204,1.0,"[14005, 19338, 15204]"
19311,11168,1.0,"[19311, 16366, 11168]"
11472,15973,1.0,"[11472, 16133, 15973]"
12280,15973,1.0,"[12280, 19180, 12627, 10044, 15973]"
11461,15401,178.0,"[11461, 15401]"
11461,15401,11.0,"[11461, 10327, 15401]"
18144,12280,300.0,"[18144, 12280]"
10270,10570,90.0,"[10270, 10570]"
10270,10570,7.0,"[10270, 10708, 10570]"
14724,13474,45.0,"[14724, 13474]"
19311,12952,1.0,"[19311, 19956, 12952]"
12627,10751,174.0,"[12627, 10751]"
16262,15401,154.0,"[16262, 15401]"
10270,10904,300.0,"[10270, 10904]"
10708,16366,1.0,"[10708, 16366]"
16262,14724,300.0,"[16262, 14724]"
13503,17770,300.0,"[13503, 17770]"
15973,10904,40.0,"[15973, 10904]"
16053,15028,253.14185393273107,"[16053, 15028]"
16053,15028,46.85814606726893,"[16053, 13680, 15028]"
16991,18446,300.0,"[16991, 18446]"
17547,10327,300.0,"[17547, 10327]"
18863,15401,19.0,"[18863, 11214, 15401]"
18863,15401,180.0,"[18863, 15401]"
10270,14376,1.0,"[10270, 11472, 14376]"
12985,13578,30.0,"[12985, 12663, 18577, 13578]"
12985,13578,270.0,"[12985, 13578]"
16219,18476,30.0,"[16219, 17547, 18476]"
16219,18476,270.0,"[16219, 18476]"
15973,10570,288.0,"[15973, 10570]"
13503,13523,63.0,"[13503, 13523]"
